initial_r_1,initial_r_2,initial_r_3,initial_r_4,initial_r_5,r_1,r_2,r_3,r_4,r_5,ED_1,ED_2,ED_3,ED_4,ED_5,initial_a_1,initial_a_2,initial_a_3,initial_a_4,initial_a_5,initial_a_6,initial_a_7,initial_a_8,initial_a_9,initial_a_10,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,EA_1,EA_2,EA_3,EA_4,EA_5,EA_6,EA_7,EA_8,EA_9,EA_10,ED_vec_max,EA_vec_max,Algo,Converged,Iterations
0.01,0.01,0.01,0.01,0.01,5.450998846684405,1.7230869546116704e-22,5.455109899224819e-19,5.550443016669107,2.578123931423779,0.019465396901178877,-2.094346210218533,-2.0942213619677634,0.019470498392099245,-0.11032067497381348,3.0,12.0,12.0,12.0,12.0,3.0,12.0,12.0,12.0,12.0,5.259485186522425,14.084581858308871,14.085129971875219,4.308208628043978,1.4956159179002077e-6,1.3149220741995515,6.568116880930089e-14,3.3731396309750816e-14,1.0770971536023195,3.848981643843526,-6.757698641202126e-5,-0.00016827536732755277,-0.00013777613826526647,-6.005744805914759e-5,1.2007283464808205,-6.767181554834245e-5,3.521928307689398,3.5219235089274443,-6.0010953339739714e-5,-0.12008293299535833,2.094346210218533,3.521928307689398,NM,1.0,1022.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602776,2.9870536760395603,2.9930514215961606,2.9968737137266293,2.9990105777635914,-1.6342482922482304e-13,-2.8421709430404007e-13,3.588240815588506e-13,3.126388037344441e-13,-3.375077994860476e-13,3.0,12.0,12.0,12.0,12.0,3.0,6.0,6.0,6.0,6.0,13.519164739368184,15.240680757318232,17.26596570296503,19.630392037649766,22.373071206111288,3.4733167846999815,3.85917819364057,4.338348635428421,4.915105659618109,5.5947924386544985,-2.3447910280083306e-13,-4.440892098500626e-14,-9.947598300641403e-14,6.536993168992922e-13,2.2737367544323206e-13,-1.91402449445377e-13,6.150635556423367e-13,9.592326932761353e-13,-1.4210854715202004e-13,-1.199040866595169e-13,3.588240815588506e-13,9.592326932761353e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.978411232260276,2.9870536760395647,2.993051421596163,2.9968737137266297,2.9990105777635914,-4.369837824924616e-13,1.9539925233402755e-13,-8.881784197001252e-14,1.5987211554602254e-13,-4.050093593832571e-13,3.0,12.0,12.0,12.0,12.0,3.0,4.0,4.0,4.0,4.0,13.519164739366989,15.240680757318362,17.26596570296494,19.630392037651266,22.37307120611126,3.473316784699813,3.8591781936421645,4.338348635429576,4.915105659617967,5.594792438654697,2.646771690706373e-13,2.753353101070388e-13,1.6697754290362354e-13,-5.648814749292796e-13,3.907985046680551e-14,-1.8696155734687636e-13,-8.832934383917745e-13,-1.616484723854228e-13,6.838973831690964e-14,-3.7214675785435247e-13,4.369837824924616e-13,8.832934383917745e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602723,2.987053676039558,2.9930514215961614,2.9968737137266293,2.9990105777635914,-2.2026824808563106e-13,6.252776074688882e-13,2.5224267119483557e-13,2.6290081223123707e-13,-1.0658141036401503e-13,3.0,12.0,12.0,12.0,12.0,3.0,3.0,3.0,3.0,3.0,13.519164739366923,15.240680757318186,17.265965702964838,19.630392037650726,22.373071206111465,3.47331678469959,3.859178193640826,4.338348635429112,4.915105659617888,5.594792438655022,3.801403636316536e-13,6.039613253960852e-14,2.4868995751603507e-13,-6.039613253960852e-14,2.7355895326763857e-13,6.572520305780927e-14,3.8680170177940454e-13,3.0375701953744283e-13,1.4033219031261979e-13,-5.870859354217828e-13,6.252776074688882e-13,5.870859354217828e-13,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260273,2.9870536760395607,2.993051421596164,2.9968737137266293,2.999010577763591,-2.3092638912203256e-13,-1.3500311979441904e-13,-2.1316282072803006e-14,1.9184653865522705e-13,2.0605739337042905e-13,3.0,12.0,12.0,12.0,12.0,3.0,2.4,2.4,2.4,2.4,13.519164739366941,15.240680757318247,17.265965702965577,19.630392037650275,22.37307120611125,3.4733167846995587,3.859178193640839,4.338348635429886,4.915105659617803,5.594792438653974,3.7125857943465235e-13,2.4868995751603507e-14,9.947598300641403e-14,1.9895196601282805e-13,2.1316282072803006e-14,9.50350909079134e-14,3.659295089164516e-13,-3.3306690738754696e-13,1.7763568394002505e-13,3.455014052633487e-13,2.3092638912203256e-13,3.7125857943465235e-13,LBFGS,1.0,4.0
0.01,0.01,0.01,0.01,0.01,2.978411232260271,2.9870536760395647,2.993051421596163,2.9968737137266297,2.999010577763591,-4.298783551348606e-13,-2.1671553440683056e-13,-1.4921397450962104e-13,3.375077994860476e-13,2.1671553440683056e-13,3.0,12.0,12.0,12.0,12.0,1.5,12.0,12.0,12.0,12.0,13.519164739366888,15.240680757319113,17.265965702964923,19.630392037650534,22.373071206111277,3.4733167846990667,3.8591781936416587,4.338348635429519,4.915105659618441,5.594792438654072,1.580957587066223e-13,-2.788880237858393e-13,2.6645352591003757e-13,1.8829382497642655e-13,-7.105427357601002e-14,5.302425165609748e-13,-3.312905505481467e-13,-8.43769498715119e-14,-3.9968028886505635e-13,2.3092638912203256e-13,4.298783551348606e-13,5.302425165609748e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602745,2.9870536760395643,2.9930514215961646,2.9968737137266293,2.999010577763591,5.684341886080802e-14,-2.0961010704922955e-13,9.237055564881302e-14,-2.7711166694643907e-13,1.3500311979441904e-13,3.0,12.0,12.0,12.0,12.0,1.5,6.0,6.0,6.0,6.0,13.519164739366971,15.240680757318572,17.265965702965712,19.630392037649926,22.37307120611074,3.4733167846999344,3.8591781936417044,4.338348635430207,4.915105659617454,5.594792438654249,4.2099657093785936e-13,7.460698725481052e-14,5.3290705182007514e-14,1.7053025658242404e-13,3.268496584496461e-13,-2.646771690706373e-13,-4.214406601477094e-13,-6.332712132461893e-13,4.32542890393961e-13,1.9539925233402755e-14,2.7711166694643907e-13,6.332712132461893e-13,LBFGS,1.0,3.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602816,2.9870536760395634,2.9930514215961614,2.9968737137266297,2.9990105777635914,-4.440892098500626e-13,-9.947598300641403e-14,5.080380560684716e-13,-1.2079226507921703e-13,-4.689582056016661e-13,3.0,12.0,12.0,12.0,12.0,1.5,4.0,4.0,4.0,4.0,13.519164739367266,15.240680757319215,17.265965702964717,19.63039203765091,22.3730712061111,3.4733167847006645,3.8591781936413008,4.338348635429186,4.915105659617757,5.594792438654648,4.014566457044566e-13,-5.488942633746774e-13,1.8829382497642655e-13,-4.085620730620576e-13,1.3855583347321954e-13,-9.632294961647858e-13,-9.325873406851315e-15,1.865174681370263e-13,2.282618538629322e-13,-3.375077994860476e-13,5.080380560684716e-13,9.632294961647858e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.978411232260277,2.9870536760395594,2.993051421596162,2.9968737137266293,2.999010577763591,3.943512183468556e-13,3.517186542012496e-13,1.7408297026122455e-13,-1.7763568394002505e-13,2.842170943040401e-14,3.0,12.0,12.0,12.0,12.0,1.5,3.0,3.0,3.0,3.0,13.519164739367872,15.240680757319113,17.265965702964625,19.630392037650438,22.373071206111018,3.4733167847005353,3.859178193640756,4.338348635429391,4.915105659617538,5.594792438654089,9.947598300641403e-14,-5.808686864838819e-13,4.156675004196586e-13,-8.526512829121202e-14,1.0302869668521453e-13,-7.336353746723034e-13,5.204725539442734e-13,1.2434497875801753e-14,4.121147867408581e-13,1.9273471707492718e-13,3.943512183468556e-13,7.336353746723034e-13,LBFGS,1.0,3.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602776,2.9870536760395616,2.993051421596163,2.9968737137266297,2.999010577763591,-3.055333763768431e-13,4.263256414560601e-13,-4.547473508864641e-13,-6.394884621840902e-14,1.6342482922482304e-13,3.0,12.0,12.0,12.0,12.0,1.5,2.4,2.4,2.4,2.4,13.519164739368124,15.240680757318822,17.26596570296475,19.630392037651067,22.373071206110723,3.47331678469995,3.8591781936413656,4.3383486354293535,4.9151056596178115,5.594792438654417,-3.410605131648481e-13,-2.540190280342358e-13,2.3803181647963356e-13,-4.511946372076636e-13,3.126388037344441e-13,-2.0161650127192843e-13,-8.837375276016246e-14,3.019806626980426e-14,2.0250467969162855e-13,-1.5631940186722204e-13,4.547473508864641e-13,4.511946372076636e-13,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602696,2.9870536760395594,2.9930514215961628,2.9968737137266297,2.9990105777635914,2.0605739337042905e-13,-1.2434497875801753e-13,1.6697754290362354e-13,4.263256414560601e-14,-7.815970093361102e-14,3.0,12.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,12.0,13.519164739366696,15.24068075731828,17.26596570296491,19.63039203765051,22.3730712061122,3.47331678469936,3.8591781936405236,4.338348635429625,4.9151056596181535,5.594792438654561,4.334310688136611e-13,-1.4210854715202004e-13,3.694822225952521e-13,1.4566126083082054e-13,-3.694822225952521e-13,2.682298827494378e-13,6.536993168992922e-13,-1.6608936448392342e-13,-1.2967404927621828e-13,-1.0302869668521453e-13,2.0605739337042905e-13,6.536993168992922e-13,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602705,2.987053676039563,2.993051421596163,2.9968737137266297,2.999010577763591,2.8421709430404007e-13,-4.938272013532696e-13,-3.517186542012496e-13,1.1368683772161603e-13,3.268496584496461e-13,3.0,12.0,12.0,12.0,12.0,1.0,6.0,6.0,6.0,6.0,13.519164739366929,15.24068075731901,17.265965702965538,19.630392037650342,22.37307120611038,3.4733167846994184,3.859178193640968,4.338348635429102,4.915105659618202,5.594792438654655,3.304023721284466e-13,-4.1389114358025836e-13,-2.0250467969162855e-13,2.984279490192421e-13,7.887024366937112e-13,2.384759056894836e-13,3.064215547965432e-13,3.6770586575585185e-13,-1.8207657603852567e-13,-3.6060043839825084e-13,4.938272013532696e-13,7.887024366937112e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.978411232260275,2.987053676039563,2.993051421596163,2.9968737137266293,2.9990105777635914,-5.258016244624741e-13,1.2079226507921703e-13,-2.4868995751603507e-13,-1.3145040611561853e-13,2.3447910280083306e-13,3.0,12.0,12.0,12.0,12.0,1.0,4.0,4.0,4.0,4.0,13.519164739366095,15.24068075731874,17.265965702965214,19.630392037649447,22.373071206111803,3.4733167846997683,3.8591781936413914,4.338348635429201,4.9151056596176605,5.594792438655056,9.467981954003335e-13,-6.394884621840902e-14,4.973799150320701e-14,6.359357485052897e-13,1.2434497875801753e-13,-1.9051427102567686e-13,-9.414691248821327e-14,2.5224267119483557e-13,2.220446049250313e-13,-5.737632591262809e-13,5.258016244624741e-13,9.467981954003335e-13,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602723,2.9870536760395616,2.9930514215961592,2.9968737137266284,2.9990105777635914,-1.2079226507921703e-13,1.5276668818842154e-13,3.552713678800501e-13,3.801403636316536e-13,2.6645352591003757e-13,3.0,12.0,12.0,12.0,12.0,1.0,3.0,3.0,3.0,3.0,13.519164739367524,15.240680757319884,17.265965702963637,19.630392037649525,22.373071206112918,3.4733167846995605,3.859178193641072,4.338348635428482,4.915105659617555,5.594792438654894,-1.7763568394002505e-14,-9.183764859699295e-13,6.927791673660977e-13,4.938272013532696e-13,-6.927791673660977e-13,1.4521717162097048e-13,3.015365734881925e-13,7.531752999057062e-13,3.1441516057384433e-13,-3.375077994860476e-13,3.801403636316536e-13,9.183764859699295e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260271,2.9870536760395607,2.993051421596162,2.9968737137266297,2.9990105777635914,2.5224267119483557e-13,-3.019806626980426e-13,3.446132268436486e-13,-4.476419235288631e-13,-2.3092638912203256e-13,3.0,12.0,12.0,12.0,12.0,1.0,2.4,2.4,2.4,2.4,13.519164739368016,15.240680757318957,17.265965702964863,19.630392037650605,22.373071206111437,3.4733167846991417,3.8591781936404335,4.338348635429172,4.915105659617378,5.594792438654616,-4.3520742565306136e-13,-5.737632591262809e-13,2.3803181647963356e-13,-1.9539925233402755e-13,1.2079226507921703e-13,5.906386491005833e-13,7.980283101005625e-13,2.460254222569347e-13,5.844214001626824e-13,-2.2648549702353193e-13,4.476419235288631e-13,7.980283101005625e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9985101530960776,2.9996486423751687,2.999998475606288,2.947113133362225,6.443581138684804e-14,-0.05068929925111121,-0.051285238188054194,-0.05172836214353893,-0.42930554459237413,-0.7050272218727986,3.0,12.0,12.0,12.0,12.0,0.75,12.0,12.0,12.0,12.0,20.8058710343273,23.71249902449553,27.053410211329947,15.83421389687077,1.0459054579068914e-16,5.269085271426734,5.994045789124024,6.829402138700551,0.13882226028070532,8.710160121775305,-0.08812986120019772,-0.08878192683325636,-0.08921689120255394,0.38974941012102526,2.1775483406135363,-0.08661071120807051,-0.08771959149848829,-0.08835367922806814,4.0955573927414255,-3.04554728280948e-6,0.7050272218727986,4.0955573927414255,LBFGS,1.0,6.0
0.01,0.01,0.01,0.01,0.01,2.9985101530798155,2.9996486423701585,2.9999984756063345,2.9471131337177585,2.696415369119735e-16,-0.05068927625143971,-0.05128522075814956,-0.051728371797032935,-0.4293054997457766,-0.7050272400562054,3.0,12.0,12.0,12.0,12.0,0.75,12.0,12.0,12.0,12.0,20.80587097921589,23.71249902805135,27.053410206847524,15.834213911708712,1.0459054417047881e-16,5.269085305458344,5.994045798597578,6.829402148665763,0.13882226269103884,8.710160125800805,-0.08812982171322403,-0.08878193342961893,-0.08921689399292987,0.38974942075718744,2.177548335158382,-0.0866107490924497,-0.08771960172388393,-0.08835369101148771,4.095557395952891,-3.0713931611359158e-6,0.7050272400562054,4.095557395952891,NM,0.0,7.0e6
0.01,0.01,0.01,0.01,0.01,2.9784112322602736,2.987053676039563,2.9930514215961614,2.9968737137266293,2.999010577763591,1.4210854715202004e-14,-3.339550858072471e-13,2.4513724383723456e-13,2.3092638912203256e-13,2.4868995751603507e-13,3.0,12.0,12.0,12.0,12.0,0.75,6.0,6.0,6.0,6.0,13.519164739367842,15.240680757318476,17.265965702964817,19.630392037651042,22.373071206111277,3.4733167846996644,3.85917819364139,4.3383486354290834,4.9151056596177005,5.594792438654255,-2.0250467969162855e-13,1.0658141036401503e-14,1.7053025658242404e-13,-4.014566457044566e-13,-3.552713678800501e-15,6.88338275267597e-14,-1.4210854715202004e-13,3.0819791163594346e-13,3.2152058793144533e-13,6.483702463810914e-14,3.339550858072471e-13,4.014566457044566e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602736,2.9870536760395607,2.993051421596163,2.9968737137266306,2.999010577763591,-3.339550858072471e-13,-1.3855583347321954e-13,-1.7763568394002505e-13,1.2079226507921703e-13,4.263256414560601e-14,3.0,12.0,12.0,12.0,12.0,0.75,4.0,4.0,4.0,4.0,13.519164739368202,15.240680757317069,17.26596570296522,19.630392037651504,22.373071206110474,3.473316784699165,3.8591781936410907,4.3383486354293055,4.915105659618729,5.594792438654128,-5.773159728050814e-13,7.993605777301127e-13,4.618527782440651e-14,-2.2382096176443156e-13,4.902744876744691e-13,5.622169396701793e-13,1.4654943925052066e-14,1.4832579608992091e-13,-5.515587986337778e-13,1.1457501614131615e-13,3.339550858072471e-13,7.993605777301127e-13,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260273,2.9870536760395634,2.993051421596163,2.9968737137266293,2.9990105777635914,4.334310688136611e-13,-1.6697754290362354e-13,-1.4210854715202004e-13,-4.334310688136611e-13,-3.161915174132446e-13,3.0,12.0,12.0,12.0,12.0,0.75,3.0,3.0,3.0,3.0,13.519164739367193,15.240680757318666,17.265965702965467,19.630392037649585,22.373071206112083,3.473316784699774,3.8591781936413265,4.338348635429197,4.915105659617252,5.594792438654056,2.8954616482224083e-13,-6.572520305780927e-14,-1.1368683772161603e-13,3.694822225952521e-13,-4.796163466380676e-13,-7.327471962526033e-14,-5.1514348342607263e-14,2.779998453661392e-13,5.986322548778844e-13,3.446132268436486e-13,4.334310688136611e-13,5.986322548778844e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602776,2.987053676039563,2.9930514215961628,2.9968737137266297,2.9990105777635914,-7.105427357601002e-15,-3.552713678800501e-13,5.3290705182007514e-14,-1.9539925233402755e-13,-1.7053025658242404e-13,3.0,12.0,12.0,12.0,12.0,0.75,2.4,2.4,2.4,2.4,13.519164739367067,15.240680757317929,17.26596570296465,19.63039203764968,22.373071206111188,3.4733167847002413,3.8591781936412435,4.338348635429367,4.915105659617958,5.5947924386547045,5.471179065352771e-13,3.836930773104541e-13,4.902744876744691e-13,6.430411758628907e-13,3.801403636316536e-13,-5.31574784190525e-13,-3.8191672047105385e-14,5.773159728050814e-14,-1.687538997430238e-14,-3.1175062531474396e-13,3.552713678800501e-13,6.430411758628907e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.9998956433495345,6.068184775672348e-15,3.2639165936088164,3.4313908928751657,2.7000230226897615,0.002475408410859359,-2.5808846328914914,-0.054490855071819055,-0.05523740180280612,-0.042309708889387565,3.0,12.0,12.0,12.0,12.0,0.6,12.0,12.0,12.0,12.0,25.33842811254637,11.988989465686858,25.19187588106641,23.81692679222646,5.759970691564497e-5,6.30415259554174,8.871564101821591e-7,6.296073535460012,5.952649039970515,2.783886972923917,0.040443771005964635,-0.09892149071477618,0.002526244848809256,0.002109445702217272,0.8563264882292193,0.040628080557465474,3.5233339079448514,0.00252699601879236,0.0021100195116545706,-0.08870848395519548,2.5808846328914914,3.5233339079448514,LBFGS,1.0,4.0
0.01,0.01,0.01,0.01,0.01,2.9998956433495345,1.17858207793377e-16,3.2639165936088164,3.4313908928751657,2.7000230226897615,0.002475408410859359,-2.5808846328914514,-0.054490855071819055,-0.05523740180280612,-0.04230970888939467,3.0,12.0,12.0,12.0,12.0,0.6,12.0,12.0,12.0,12.0,25.33842811254637,11.988989465686858,25.19187588106641,23.81692679222646,5.759970691564497e-5,6.30415259554174,8.871564101821591e-7,6.296073535460012,5.952649039970515,2.783886972923917,0.040443771005964635,-0.0989214907147602,0.002526244848809256,0.002109445702217272,0.856326488229219,0.040628080557465474,3.5233339079448567,0.00252699601879236,0.0021100195116545706,-0.08870848395519637,2.5808846328914514,3.5233339079448567,NM,1.0,1119.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602776,2.9870536760395603,2.993051421596162,2.9968737137266297,2.999010577763591,1.3145040611561853e-13,6.323830348264892e-13,2.948752353404416e-13,1.7763568394002505e-14,-3.552713678800501e-15,3.0,12.0,12.0,12.0,12.0,0.6,6.0,6.0,6.0,6.0,13.519164739368545,15.240680757317929,17.265965702965094,19.630392037650132,22.37307120611096,3.4733167847003994,3.859178193641702,4.338348635429513,4.915105659618665,5.594792438654392,-4.742872761198669e-13,3.7125857943465235e-13,4.263256414560601e-14,3.730349362740526e-13,6.394884621840902e-14,-5.777600620149315e-13,-4.845013279464183e-13,-8.615330671091215e-14,-6.785683126508957e-13,-1.341149413747189e-13,6.323830348264892e-13,6.785683126508957e-13,LBFGS,0.0,1.0
0.01,0.01,0.01,0.01,0.01,2.9784112322602745,2.987053676039562,2.993051421596162,2.9968737137266297,2.9990105777635914,-4.405364961712621e-13,1.3500311979441904e-13,6.039613253960852e-14,1.3855583347321954e-13,-2.877698079828406e-13,3.0,12.0,12.0,12.0,12.0,0.6,4.0,4.0,4.0,4.0,13.519164739366989,15.240680757318259,17.265965702964976,19.63039203765064,22.373071206111536,3.473316784699565,3.8591781936413403,4.338348635428877,4.915105659618058,5.59479243865447,3.090860900556436e-13,1.829647544582258e-13,4.973799150320701e-14,4.973799150320701e-14,3.552713678800501e-15,7.771561172376096e-14,-9.725553695716371e-14,5.213607323639735e-13,-2.4868995751603507e-14,-8.526512829121202e-14,4.405364961712621e-13,5.213607323639735e-13,LBFGS,1.0,1.0
0.01,0.01,0.01,0.01,0.01,2.978411232260275,2.9870536760395576,2.993051421596163,2.9968737137266284,2.9990105777635914,3.730349362740526e-13,2.2737367544323206e-13,6.039613253960852e-14,-1.0658141036401503e-14,-3.126388037344441e-13,3.0,12.0,12.0,12.0,12.0,0.6,3.0,3.0,3.0,3.0,13.519164739368485,15.240680757318023,17.26596570296536,19.630392037649298,22.373071206111646,3.47331678469988,3.8591781936403264,4.3383486354296,4.915105659616954,5.594792438654415,-4.2454928461665986e-13,1.5987211554602254e-14,1.5276668818842154e-13,4.831690603168681e-13,-1.7763568394002505e-14,-4.707345624410664e-14,8.344436253082677e-13,-8.526512829121202e-14,8.562039965909207e-13,-7.993605777301127e-15,3.730349362740526e-13,8.562039965909207e-13,LBFGS,1.0,2.0
0.01,0.01,0.01,0.01,0.01,2.978411232260275,2.987053676039562,2.9930514215961614,2.9968737137266293,2.999010577763591,1.9184653865522705e-13,1.4921397450962104e-13,2.5934809855243657e-13,3.019806626980426e-13,1.4210854715202004e-14,3.0,12.0,12.0,12.0,12.0,0.6,2.4,2.4,2.4,2.4,13.519164739367218,15.240680757318131,17.265965702965094,19.63039203765159,22.373071206111018,3.4733167847002613,3.8591781936417155,4.338348635429134,4.915105659617707,5.594792438654189,3.623767952376511e-13,3.232969447708456e-13,-7.105427357601002e-15,-7.780442956573097e-13,7.815970093361102e-14,-5.466738173254271e-13,-4.694022948115162e-13,2.815525590449397e-13,3.5793590313915047e-13,8.615330671091215e-14,3.019806626980426e-13,7.780442956573097e-13,LBFGS,1.0,2.0
